location,start_date,end_date,year,month,visitation_count,frequency,source_file,source_sheet,source_row,source_col,target_processing,trail_name
Ashokan HP,2023-12-01,2023-12-31,2023,12,57,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,34,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2024-01-01,2024-01-31,2024,1,59,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,35,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2024-02-01,2024-02-29,2024,2,92,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,35,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2024-03-01,2024-03-31,2024,3,103,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,35,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2024-04-01,2024-04-30,2024,4,97,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,35,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2024-05-01,2024-05-31,2024,5,161,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,35,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2024-06-01,2024-06-30,2024,6,160,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,35,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2024-07-01,2024-07-31,2024,7,149,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,35,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2024-08-01,2024-08-31,2024,8,191,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,35,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2024-09-01,2024-09-30,2024,9,127,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,35,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2024-10-01,2024-10-31,2024,10,260,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,35,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2024-11-01,2024-11-30,2024,11,63,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,15,35,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2024-12-01,2024-12-31,2024,12,53,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,16,35,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2025-01-01,2025-01-31,2025,1,35,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,5,36,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2025-02-01,2025-02-28,2025,2,27,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,6,36,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2025-03-01,2025-03-31,2025,3,83,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,7,36,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2025-04-01,2025-04-30,2025,4,89,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,8,36,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2025-05-01,2025-05-31,2025,5,72,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,9,36,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2025-06-01,2025-06-30,2025,6,160,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,10,36,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2025-07-01,2025-07-31,2025,7,260,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,11,36,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2025-08-01,2025-08-31,2025,8,173,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,12,36,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2025-09-01,2025-09-30,2025,9,101,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,13,36,observed_monthly_from_register_tally,Ashokan High Point Trail
Ashokan HP,2025-10-01,2025-10-31,2025,10,117,monthly,Trail Register Tally_8_9_24_(1).xlsx,Ashokan HP,14,36,observed_monthly_from_register_tally,Ashokan High Point Trail
Biscuit Brook,1991-01-01,1991-01-31,1991,1,16,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,2,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1991-02-01,1991-02-28,1991,2,61,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,2,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1991-03-01,1991-03-31,1991,3,59,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,2,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1991-04-01,1991-04-30,1991,4,91,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,2,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1991-05-01,1991-05-31,1991,5,69,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,2,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1991-06-01,1991-06-30,1991,6,89,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,2,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1991-07-01,1991-07-31,1991,7,82,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,2,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1991-08-01,1991-08-31,1991,8,102,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,2,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1991-09-01,1991-09-30,1991,9,72,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,2,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1991-10-01,1991-10-31,1991,10,87,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,2,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1991-11-01,1991-11-30,1991,11,44,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,2,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1991-12-01,1991-12-31,1991,12,22,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,2,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1992-01-01,1992-01-31,1992,1,31,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,3,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1992-02-01,1992-02-29,1992,2,54,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,3,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1992-03-01,1992-03-31,1992,3,41,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,3,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1992-04-01,1992-04-30,1992,4,74,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,3,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1992-05-01,1992-05-31,1992,5,90,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,3,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1992-06-01,1992-06-30,1992,6,60,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,3,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1992-07-01,1992-07-31,1992,7,109,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,3,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1992-08-01,1992-08-31,1992,8,93,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,3,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1992-09-01,1992-09-30,1992,9,57,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,3,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1992-10-01,1992-10-31,1992,10,83,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,3,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1992-11-01,1992-11-30,1992,11,35,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,3,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1992-12-01,1992-12-31,1992,12,20,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,3,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1993-01-01,1993-01-31,1993,1,27,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,4,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1993-02-01,1993-02-28,1993,2,59,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,4,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1993-03-01,1993-03-31,1993,3,23,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,4,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1993-04-01,1993-04-30,1993,4,30,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,4,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1993-05-01,1993-05-31,1993,5,136,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,4,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1993-06-01,1993-06-30,1993,6,38,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,4,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1993-07-01,1993-07-31,1993,7,100,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,4,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1993-08-01,1993-08-31,1993,8,132,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,4,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1993-09-01,1993-09-30,1993,9,125,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,4,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1993-10-01,1993-10-31,1993,10,110,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,4,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1993-11-01,1993-11-30,1993,11,40,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,4,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1993-12-01,1993-12-31,1993,12,12,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,4,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1994-01-01,1994-01-31,1994,1,14,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,5,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1994-02-01,1994-02-28,1994,2,14,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,5,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1994-03-01,1994-03-31,1994,3,17,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,5,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1994-04-01,1994-04-30,1994,4,50,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,5,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1994-05-01,1994-05-31,1994,5,97,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,5,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1994-06-01,1994-06-30,1994,6,56,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,5,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1994-07-01,1994-07-31,1994,7,115,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,5,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1994-08-01,1994-08-31,1994,8,89,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,5,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1994-09-01,1994-09-30,1994,9,75,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,5,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1994-10-01,1994-10-31,1994,10,95,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,5,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1994-11-01,1994-11-30,1994,11,74,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,5,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1994-12-01,1994-12-31,1994,12,45,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,5,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1995-01-01,1995-01-31,1995,1,50,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,6,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1995-02-01,1995-02-28,1995,2,41,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,6,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1995-03-01,1995-03-31,1995,3,56,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,6,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1995-04-01,1995-04-30,1995,4,73,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,6,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1995-05-01,1995-05-31,1995,5,106,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,6,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1995-06-01,1995-06-30,1995,6,38,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,6,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1995-07-01,1995-07-31,1995,7,101,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,6,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1995-08-01,1995-08-31,1995,8,85,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,6,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1995-09-01,1995-09-30,1995,9,138,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,6,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1995-10-01,1995-10-31,1995,10,43,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,6,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1995-11-01,1995-11-30,1995,11,37,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,6,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1995-12-01,1995-12-31,1995,12,22,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,6,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1996-01-01,1996-01-31,1996,1,24,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,7,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1996-02-01,1996-02-29,1996,2,49,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,7,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1996-03-01,1996-03-31,1996,3,40,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,7,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1996-04-01,1996-04-30,1996,4,48,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,7,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1996-05-01,1996-05-31,1996,5,103,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,7,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1996-06-01,1996-06-30,1996,6,88,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,7,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1996-07-01,1996-07-31,1996,7,99,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,7,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1996-08-01,1996-08-31,1996,8,82,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,7,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1996-09-01,1996-09-30,1996,9,95,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,7,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1996-10-01,1996-10-31,1996,10,101,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,7,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1996-11-01,1996-11-30,1996,11,57,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,7,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1996-12-01,1996-12-31,1996,12,16,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,7,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1997-01-01,1997-01-31,1997,1,13,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,8,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1997-02-01,1997-02-28,1997,2,22,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,8,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1997-03-01,1997-03-31,1997,3,47,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,8,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1997-04-01,1997-04-30,1997,4,33,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,8,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1997-05-01,1997-05-31,1997,5,72,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,8,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1997-06-01,1997-06-30,1997,6,80,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,8,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1997-07-01,1997-07-31,1997,7,109,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,8,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1997-08-01,1997-08-31,1997,8,99,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,8,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1997-09-01,1997-09-30,1997,9,95,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,8,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1997-10-01,1997-10-31,1997,10,97,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,8,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1997-11-01,1997-11-30,1997,11,46,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,8,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1997-12-01,1997-12-31,1997,12,22,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,8,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1998-01-01,1998-01-31,1998,1,88,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,9,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1998-02-01,1998-02-28,1998,2,48,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,9,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1998-03-01,1998-03-31,1998,3,41,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,9,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1998-04-01,1998-04-30,1998,4,171,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,9,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1998-05-01,1998-05-31,1998,5,101,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,9,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1998-06-01,1998-06-30,1998,6,51,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,9,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1998-07-01,1998-07-31,1998,7,73,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,9,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1998-08-01,1998-08-31,1998,8,101,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,9,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1998-09-01,1998-09-30,1998,9,96,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,9,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1998-10-01,1998-10-31,1998,10,102,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,9,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1998-11-01,1998-11-30,1998,11,95,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,9,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1998-12-01,1998-12-31,1998,12,34,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,9,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1999-01-01,1999-01-31,1999,1,32,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,10,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1999-02-01,1999-02-28,1999,2,60,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,10,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1999-03-01,1999-03-31,1999,3,57,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,10,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1999-04-01,1999-04-30,1999,4,31,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,10,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1999-05-01,1999-05-31,1999,5,121,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,10,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1999-06-01,1999-06-30,1999,6,70,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,10,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1999-07-01,1999-07-31,1999,7,66,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,10,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1999-08-01,1999-08-31,1999,8,53,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,10,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1999-09-01,1999-09-30,1999,9,92,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,10,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1999-10-01,1999-10-31,1999,10,89,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,10,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1999-11-01,1999-11-30,1999,11,44,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,10,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,1999-12-01,1999-12-31,1999,12,26,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,10,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2000-01-01,2000-01-31,2000,1,34,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,5,11,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2000-02-01,2000-02-29,2000,2,67,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,6,11,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2000-03-01,2000-03-31,2000,3,57,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,7,11,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2000-04-01,2000-04-30,2000,4,62,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,8,11,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2000-05-01,2000-05-31,2000,5,113,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,9,11,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2000-06-01,2000-06-30,2000,6,60,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,10,11,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2000-07-01,2000-07-31,2000,7,99,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,11,11,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2000-08-01,2000-08-31,2000,8,96,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,12,11,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2000-09-01,2000-09-30,2000,9,135,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,13,11,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2000-10-01,2000-10-31,2000,10,103,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,14,11,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2000-11-01,2000-11-30,2000,11,31,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,15,11,observed_monthly_from_register_tally,Pine Hill West Branch Trail
Biscuit Brook,2000-12-01,2000-12-31,2000,12,25,monthly,Trail Register Tally_8_9_24_(1).xlsx,Biscuit Brook,16,11,observed_monthly_from_register_tally,Pine Hill West Branch Trail
